,persnr,time,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,riskAversion,age,experience,bonus,performance
7994,1998,2,101.0,1.0,-0.7,-0.2,-1.0,1.0,0.5,63,35,0,210.18259352267037
7995,1998,3,101.0,1.0,-0.7,-0.2,-1.0,1.0,0.5,64,36,0,211.17857022345055
7996,1999,0,121.0,-1.6,-1.1,-1.6,-1.2,0.7,0.5,62,42,0,258.54261298094724
7997,1999,1,121.0,-1.6,-1.1,-1.6,-1.2,0.7,0.5,63,43,0,47.15773219508105
7998,1999,2,121.0,-1.6,-1.1,-1.6,-1.2,0.7,0.5,64,44,0,254.31914109620791
7999,1999,3,121.0,-1.6,-1.1,-1.6,-1.2,0.7,0.5,65,45,1,137.22531110189246
8000,2000,0,101.0,0.9,-0.5,0.2,-0.9,-0.6,-0.3,31,10,0,282.5196088939371
8001,2000,1,101.0,0.9,-0.5,0.2,-0.9,-0.6,-0.3,32,11,0,168.26614425836698
8002,2000,2,101.0,0.9,-0.5,0.2,-0.9,-0.6,-0.3,33,12,0,33.61829859804806
8003,2000,3,101.0,0.9,-0.5,0.2,-0.9,-0.6,-0.3,34,13,0,152.1568134528322
8004,2001,0,88.0,0.4,-1.5,-0.3,0.6,-1.1,-0.2,57,28,0,71.58349004810908
8005,2001,1,88.0,0.4,-1.5,-0.3,0.6,-1.1,-0.2,58,29,0,58.84885172295627
8006,2001,2,88.0,0.4,-1.5,-0.3,0.6,-1.1,-0.2,59,30,0,104.50619233701438
8007,2001,3,88.0,0.4,-1.5,-0.3,0.6,-1.1,-0.2,60,31,0,5.824726442922824
8008,2002,0,99.0,1.3,-1.3,-1.7,-2.4,-1.4,-1.0,55,35,0,180.5554987330007
8009,2002,1,99.0,1.3,-1.3,-1.7,-2.4,-1.4,-1.0,56,36,0,184.80017903140066
8010,2002,2,99.0,1.3,-1.3,-1.7,-2.4,-1.4,-1.0,57,37,0,288.49182246162
8011,2002,3,99.0,1.3,-1.3,-1.7,-2.4,-1.4,-1.0,58,38,0,179.48155740416402
8012,2003,0,99.0,1.1,0.2,-1.0,0.2,0.6,-0.8,50,22,0,23.981569544557942
8013,2003,1,99.0,1.1,0.2,-1.0,0.2,0.6,-0.8,51,23,0,84.1543530589387
8014,2003,2,99.0,1.1,0.2,-1.0,0.2,0.6,-0.8,52,24,0,-89.2373880573434
8015,2003,3,99.0,1.1,0.2,-1.0,0.2,0.6,-0.8,53,25,0,175.67551167704613
8016,2004,0,92.0,-0.6,0.4,0.8,-0.2,0.8,1.2,59,39,0,84.53671249246405
8017,2004,1,92.0,-0.6,0.4,0.8,-0.2,0.8,1.2,60,40,0,99.4135163370923
8018,2004,2,92.0,-0.6,0.4,0.8,-0.2,0.8,1.2,61,41,0,333.48144583585605
8019,2004,3,92.0,-0.6,0.4,0.8,-0.2,0.8,1.2,62,42,0,123.10974682501478
8020,2005,0,94.0,0.2,1.0,0.5,0.5,1.0,1.5,43,15,0,218.36760927020168
8021,2005,1,94.0,0.2,1.0,0.5,0.5,1.0,1.5,44,16,0,289.6204409940677
8022,2005,2,94.0,0.2,1.0,0.5,0.5,1.0,1.5,45,17,0,230.91046212898584
8023,2005,3,94.0,0.2,1.0,0.5,0.5,1.0,1.5,46,18,1,233.48253153684703
8024,2006,0,95.0,0.2,-1.9,0.7,-0.4,0.6,-2.4,25,4,0,-58.95844179742714
8025,2006,1,95.0,0.2,-1.9,0.7,-0.4,0.6,-2.4,26,5,0,-45.51110178366219
8026,2006,2,95.0,0.2,-1.9,0.7,-0.4,0.6,-2.4,27,6,0,-86.46651994912699
8027,2006,3,95.0,0.2,-1.9,0.7,-0.4,0.6,-2.4,28,7,0,160.24105352538328
8028,2007,0,87.0,-1.0,-1.3,0.5,-1.6,0.1,-0.3,46,18,0,-20.74064143782877
8029,2007,1,87.0,-1.0,-1.3,0.5,-1.6,0.1,-0.3,47,19,0,181.9145381845857
8030,2007,2,87.0,-1.0,-1.3,0.5,-1.6,0.1,-0.3,48,20,0,-89.12695857950828
8031,2007,3,87.0,-1.0,-1.3,0.5,-1.6,0.1,-0.3,49,21,0,204.9245925022857
8032,2008,0,134.0,0.9,0.4,0.5,-0.1,0.6,1.3,44,23,0,205.76994845798285
8033,2008,1,134.0,0.9,0.4,0.5,-0.1,0.6,1.3,45,24,0,38.69095102479042
8034,2008,2,134.0,0.9,0.4,0.5,-0.1,0.6,1.3,46,25,0,336.4846974321391
8035,2008,3,134.0,0.9,0.4,0.5,-0.1,0.6,1.3,47,26,1,428.40499335356276
8036,2009,0,99.0,-0.8,-1.4,0.9,0.4,-3.0,-0.7,21,0,0,-6.6301987549291255
8037,2009,1,99.0,-0.8,-1.4,0.9,0.4,-3.0,-0.7,22,1,0,-32.80492479125887
8038,2009,2,99.0,-0.8,-1.4,0.9,0.4,-3.0,-0.7,23,2,0,127.94226606420969
8039,2009,3,99.0,-0.8,-1.4,0.9,0.4,-3.0,-0.7,24,3,0,217.49565761242295
8040,2010,0,114.0,0.1,-1.7,-1.9,-0.8,0.4,-0.1,32,8,0,43.269997082661575
8041,2010,1,114.0,0.1,-1.7,-1.9,-0.8,0.4,-0.1,33,9,0,194.75174538232778
8042,2010,2,114.0,0.1,-1.7,-1.9,-0.8,0.4,-0.1,34,10,0,168.9864442422869
8043,2010,3,114.0,0.1,-1.7,-1.9,-0.8,0.4,-0.1,35,11,0,-87.53245809971605
8044,2011,0,112.0,1.2,-0.5,0.7,1.7,-0.6,-0.9,31,10,0,139.29515043608308
8045,2011,1,112.0,1.2,-0.5,0.7,1.7,-0.6,-0.9,32,11,0,200.25012574428462
8046,2011,2,112.0,1.2,-0.5,0.7,1.7,-0.6,-0.9,33,12,0,-190.8597792643266
8047,2011,3,112.0,1.2,-0.5,0.7,1.7,-0.6,-0.9,34,13,0,-17.90287201063427
8048,2012,0,93.0,-1.3,2.0,0.7,-0.8,-1.1,-1.2,57,30,0,136.48773880565173
8049,2012,1,93.0,-1.3,2.0,0.7,-0.8,-1.1,-1.2,58,31,0,-14.002881187046626
8050,2012,2,93.0,-1.3,2.0,0.7,-0.8,-1.1,-1.2,59,32,0,67.18962774820497
8051,2012,3,93.0,-1.3,2.0,0.7,-0.8,-1.1,-1.2,60,33,0,-57.88874937965721
8052,2013,0,90.0,0.8,-1.2,-0.9,0.5,-1.4,-0.3,32,10,0,64.06131374547394
8053,2013,1,90.0,0.8,-1.2,-0.9,0.5,-1.4,-0.3,33,11,0,41.772674102956046
8054,2013,2,90.0,0.8,-1.2,-0.9,0.5,-1.4,-0.3,34,12,0,96.11253835878757
8055,2013,3,90.0,0.8,-1.2,-0.9,0.5,-1.4,-0.3,35,13,0,112.10610100433283
8056,2014,0,89.0,0.6,-0.6,0.2,-1.6,-0.5,2.2,29,1,0,274.42148749902753
8057,2014,1,89.0,0.6,-0.6,0.2,-1.6,-0.5,2.2,30,2,0,82.40156431919984
8058,2014,2,89.0,0.6,-0.6,0.2,-1.6,-0.5,2.2,31,3,0,87.85822928491717
8059,2014,3,89.0,0.6,-0.6,0.2,-1.6,-0.5,2.2,32,4,0,300.1631097095957
8060,2015,0,99.0,-1.9,-0.5,-0.7,-0.9,1.3,-0.4,42,19,0,236.13126875426167
8061,2015,1,99.0,-1.9,-0.5,-0.7,-0.9,1.3,-0.4,43,20,0,263.8421600162468
8062,2015,2,99.0,-1.9,-0.5,-0.7,-0.9,1.3,-0.4,44,21,1,154.5508071097787
8063,2015,3,99.0,-1.9,-0.5,-0.7,-0.9,1.3,-0.4,45,22,1,16.293263217849756
8064,2016,0,89.0,0.2,-0.6,0.3,1.1,1.0,0.6,39,10,0,-70.71454135272768
8065,2016,1,89.0,0.2,-0.6,0.3,1.1,1.0,0.6,40,11,0,21.47220997507503
8066,2016,2,89.0,0.2,-0.6,0.3,1.1,1.0,0.6,41,12,0,276.7272597548241
8067,2016,3,89.0,0.2,-0.6,0.3,1.1,1.0,0.6,42,13,0,62.89481996360299
8068,2017,0,91.0,-0.4,-2.1,0.3,0.4,-0.7,-0.2,38,13,0,77.56626223494945
8069,2017,1,91.0,-0.4,-2.1,0.3,0.4,-0.7,-0.2,39,14,0,160.8632964486604
8070,2017,2,91.0,-0.4,-2.1,0.3,0.4,-0.7,-0.2,40,15,0,88.20701988032818
8071,2017,3,91.0,-0.4,-2.1,0.3,0.4,-0.7,-0.2,41,16,0,117.31551968897955
8072,2018,0,106.0,-0.4,-0.0,0.3,-0.5,-1.8,-1.4,48,25,0,189.64957436442177
8073,2018,1,106.0,-0.4,-0.0,0.3,-0.5,-1.8,-1.4,49,26,0,30.162675664140338
8074,2018,2,106.0,-0.4,-0.0,0.3,-0.5,-1.8,-1.4,50,27,0,258.1448781209029
8075,2018,3,106.0,-0.4,-0.0,0.3,-0.5,-1.8,-1.4,51,28,0,242.24570953911766
8076,2019,0,96.0,1.5,-1.7,0.5,-0.2,-0.8,-0.3,45,18,0,221.89245432093716
8077,2019,1,96.0,1.5,-1.7,0.5,-0.2,-0.8,-0.3,46,19,0,331.8960115188781
8078,2019,2,96.0,1.5,-1.7,0.5,-0.2,-0.8,-0.3,47,20,0,371.68732153263096
8079,2019,3,96.0,1.5,-1.7,0.5,-0.2,-0.8,-0.3,48,21,1,263.1159361168407
8080,2020,0,98.0,0.6,1.0,-0.8,-0.7,1.2,0.4,37,14,0,-0.5947295574173097
8081,2020,1,98.0,0.6,1.0,-0.8,-0.7,1.2,0.4,38,15,0,186.24097308059632
8082,2020,2,98.0,0.6,1.0,-0.8,-0.7,1.2,0.4,39,16,0,186.61967671920965
8083,2020,3,98.0,0.6,1.0,-0.8,-0.7,1.2,0.4,40,17,0,-25.231907723013933
8084,2021,0,97.0,-0.1,-1.0,-0.1,0.6,0.4,1.2,42,14,0,162.53675607527947
8085,2021,1,97.0,-0.1,-1.0,-0.1,0.6,0.4,1.2,43,15,0,164.02547945701707
8086,2021,2,97.0,-0.1,-1.0,-0.1,0.6,0.4,1.2,44,16,0,121.68986639349589
8087,2021,3,97.0,-0.1,-1.0,-0.1,0.6,0.4,1.2,45,17,1,45.31085810065427
8088,2022,0,95.0,-1.3,-0.5,1.2,1.1,1.0,0.5,34,14,0,169.01100778970942
8089,2022,1,95.0,-1.3,-0.5,1.2,1.1,1.0,0.5,35,15,0,58.2807871450234
8090,2022,2,95.0,-1.3,-0.5,1.2,1.1,1.0,0.5,36,16,0,83.71856461486014
8091,2022,3,95.0,-1.3,-0.5,1.2,1.1,1.0,0.5,37,17,1,-147.23287879858637
8092,2023,0,88.0,0.7,0.6,0.3,-1.2,1.0,-0.1,23,3,0,207.6564124523976
8093,2023,1,88.0,0.7,0.6,0.3,-1.2,1.0,-0.1,24,4,0,136.30758786443326
8094,2023,2,88.0,0.7,0.6,0.3,-1.2,1.0,-0.1,25,5,1,133.82768047253512
8095,2023,3,88.0,0.7,0.6,0.3,-1.2,1.0,-0.1,26,6,1,135.99601305751762
8096,2024,0,87.0,0.3,-0.5,-0.3,-0.0,1.2,-1.0,44,15,0,135.01182847356355
8097,2024,1,87.0,0.3,-0.5,-0.3,-0.0,1.2,-1.0,45,16,1,107.04410098787969
8098,2024,2,87.0,0.3,-0.5,-0.3,-0.0,1.2,-1.0,46,17,1,401.35476782432573
8099,2024,3,87.0,0.3,-0.5,-0.3,-0.0,1.2,-1.0,47,18,1,113.43193626006737
8100,2025,0,79.0,0.1,1.0,-0.8,0.5,-0.7,-0.4,23,3,0,187.44757002490084
8101,2025,1,79.0,0.1,1.0,-0.8,0.5,-0.7,-0.4,24,4,0,-62.25583920495537
8102,2025,2,79.0,0.1,1.0,-0.8,0.5,-0.7,-0.4,25,5,0,64.85864453373712
8103,2025,3,79.0,0.1,1.0,-0.8,0.5,-0.7,-0.4,26,6,0,83.49151535654973
8104,2026,0,115.0,-0.6,1.6,-1.1,-0.1,-0.3,1.1,42,14,0,47.497794853774195
8105,2026,1,115.0,-0.6,1.6,-1.1,-0.1,-0.3,1.1,43,15,0,175.45486269788304
8106,2026,2,115.0,-0.6,1.6,-1.1,-0.1,-0.3,1.1,44,16,1,263.38061455334594
8107,2026,3,115.0,-0.6,1.6,-1.1,-0.1,-0.3,1.1,45,17,1,368.78915515050494
8108,2027,0,123.0,0.6,-0.8,-0.1,0.6,2.2,0.4,22,0,0,130.50645607102186
8109,2027,1,123.0,0.6,-0.8,-0.1,0.6,2.2,0.4,23,1,0,73.94744441531148
8110,2027,2,123.0,0.6,-0.8,-0.1,0.6,2.2,0.4,24,2,0,56.448045895075325
8111,2027,3,123.0,0.6,-0.8,-0.1,0.6,2.2,0.4,25,3,0,46.21794850235182
8112,2028,0,93.0,0.9,-0.3,-2.3,-0.0,0.5,1.4,27,4,0,-128.94121981034377
8113,2028,1,93.0,0.9,-0.3,-2.3,-0.0,0.5,1.4,28,5,0,152.02319541228832
8114,2028,2,93.0,0.9,-0.3,-2.3,-0.0,0.5,1.4,29,6,0,71.7414009878309
8115,2028,3,93.0,0.9,-0.3,-2.3,-0.0,0.5,1.4,30,7,0,138.1674267309378
8116,2029,0,97.0,0.6,-1.5,-0.0,0.9,-2.7,-2.6,38,16,0,166.98295468886909
8117,2029,1,97.0,0.6,-1.5,-0.0,0.9,-2.7,-2.6,39,17,0,264.98439301160766
8118,2029,2,97.0,0.6,-1.5,-0.0,0.9,-2.7,-2.6,40,18,0,106.7689408401424
8119,2029,3,97.0,0.6,-1.5,-0.0,0.9,-2.7,-2.6,41,19,0,132.1795520752874
8120,2030,0,92.0,-0.2,-1.1,-0.0,-0.7,1.0,-1.3,30,6,0,221.784525970204
8121,2030,1,92.0,-0.2,-1.1,-0.0,-0.7,1.0,-1.3,31,7,0,101.33631138901303
8122,2030,2,92.0,-0.2,-1.1,-0.0,-0.7,1.0,-1.3,32,8,0,116.84696949870226
8123,2030,3,92.0,-0.2,-1.1,-0.0,-0.7,1.0,-1.3,33,9,0,185.20344517811122
8124,2031,0,82.0,1.5,1.3,0.6,-1.8,-0.7,0.8,35,7,0,26.992990941951106
8125,2031,1,82.0,1.5,1.3,0.6,-1.8,-0.7,0.8,36,8,0,112.96635517341979
8126,2031,2,82.0,1.5,1.3,0.6,-1.8,-0.7,0.8,37,9,0,-61.822257080949655
8127,2031,3,82.0,1.5,1.3,0.6,-1.8,-0.7,0.8,38,10,0,14.298319786950742
8128,2032,0,83.0,-1.5,0.4,-1.2,-1.3,-1.3,-1.2,63,35,0,49.54443393648699
8129,2032,1,83.0,-1.5,0.4,-1.2,-1.3,-1.3,-1.2,64,36,0,-119.76070790707709
8130,2032,2,83.0,-1.5,0.4,-1.2,-1.3,-1.3,-1.2,65,37,0,82.83925403769595
8131,2032,3,83.0,-1.5,0.4,-1.2,-1.3,-1.3,-1.2,66,38,0,-31.743743774092124
8132,2033,0,97.0,0.7,-0.9,0.5,-0.3,-0.2,1.1,51,24,0,165.99790656536797
8133,2033,1,97.0,0.7,-0.9,0.5,-0.3,-0.2,1.1,52,25,0,355.1354393545255
8134,2033,2,97.0,0.7,-0.9,0.5,-0.3,-0.2,1.1,53,26,0,61.05937350846666
8135,2033,3,97.0,0.7,-0.9,0.5,-0.3,-0.2,1.1,54,27,0,29.762153780282375
8136,2034,0,130.0,-1.7,0.2,1.8,-0.3,0.0,-0.2,52,29,0,305.64082588201745
8137,2034,1,130.0,-1.7,0.2,1.8,-0.3,0.0,-0.2,53,30,1,293.844547811729
8138,2034,2,130.0,-1.7,0.2,1.8,-0.3,0.0,-0.2,54,31,1,271.91221436125466
8139,2034,3,130.0,-1.7,0.2,1.8,-0.3,0.0,-0.2,55,32,1,343.70786718781
8140,2035,0,101.0,1.5,0.2,0.2,0.5,-0.6,-0.7,50,25,0,184.91556274425716
8141,2035,1,101.0,1.5,0.2,0.2,0.5,-0.6,-0.7,51,26,0,283.58393340439943
8142,2035,2,101.0,1.5,0.2,0.2,0.5,-0.6,-0.7,52,27,0,70.40781498327654
8143,2035,3,101.0,1.5,0.2,0.2,0.5,-0.6,-0.7,53,28,0,188.19094161337094
8144,2036,0,89.0,-1.3,-1.0,-1.2,0.4,0.0,0.1,49,23,0,35.50157857798496
8145,2036,1,89.0,-1.3,-1.0,-1.2,0.4,0.0,0.1,50,24,0,139.8116784113017
8146,2036,2,89.0,-1.3,-1.0,-1.2,0.4,0.0,0.1,51,25,0,195.91133591598123
8147,2036,3,89.0,-1.3,-1.0,-1.2,0.4,0.0,0.1,52,26,0,243.09886841005076
8148,2037,0,140.0,0.5,-0.3,-0.0,-1.2,0.3,-0.9,65,39,0,272.4997719849976
8149,2037,1,140.0,0.5,-0.3,-0.0,-1.2,0.3,-0.9,66,40,0,279.45867499109136
8150,2037,2,140.0,0.5,-0.3,-0.0,-1.2,0.3,-0.9,67,41,0,155.37481925716804
8151,2037,3,140.0,0.5,-0.3,-0.0,-1.2,0.3,-0.9,68,42,1,184.90387404930712
8152,2038,0,104.0,0.1,0.1,0.8,0.2,0.0,1.0,60,35,0,153.3807349108374
8153,2038,1,104.0,0.1,0.1,0.8,0.2,0.0,1.0,61,36,0,42.61297528458418
8154,2038,2,104.0,0.1,0.1,0.8,0.2,0.0,1.0,62,37,0,323.2055848370583
8155,2038,3,104.0,0.1,0.1,0.8,0.2,0.0,1.0,63,38,1,175.44013917647146
8156,2039,0,114.0,-0.6,0.8,-0.2,0.6,-0.1,-0.9,27,0,0,160.11155434766306
8157,2039,1,114.0,-0.6,0.8,-0.2,0.6,-0.1,-0.9,28,1,1,96.94581574144233
8158,2039,2,114.0,-0.6,0.8,-0.2,0.6,-0.1,-0.9,29,2,1,379.13708406519777
8159,2039,3,114.0,-0.6,0.8,-0.2,0.6,-0.1,-0.9,30,3,1,150.39664679086854
8160,2040,0,109.0,-0.1,-2.6,0.0,1.5,-0.2,-0.6,35,14,0,133.81516737480567
8161,2040,1,109.0,-0.1,-2.6,0.0,1.5,-0.2,-0.6,36,15,1,164.41393527953355
8162,2040,2,109.0,-0.1,-2.6,0.0,1.5,-0.2,-0.6,37,16,1,285.35929686901557
8163,2040,3,109.0,-0.1,-2.6,0.0,1.5,-0.2,-0.6,38,17,1,201.68125686063655
8164,2041,0,97.0,-1.2,0.7,-0.8,0.3,0.1,1.2,43,18,0,-147.56930506785127
8165,2041,1,97.0,-1.2,0.7,-0.8,0.3,0.1,1.2,44,19,0,184.71502508630297
8166,2041,2,97.0,-1.2,0.7,-0.8,0.3,0.1,1.2,45,20,0,45.44074950097646
8167,2041,3,97.0,-1.2,0.7,-0.8,0.3,0.1,1.2,46,21,0,159.76033790990604
8168,2042,0,95.0,0.1,1.0,-1.4,0.8,-0.7,-0.5,36,12,0,109.28924150464132
8169,2042,1,95.0,0.1,1.0,-1.4,0.8,-0.7,-0.5,37,13,0,129.8904310723702
8170,2042,2,95.0,0.1,1.0,-1.4,0.8,-0.7,-0.5,38,14,0,-55.87035046522363
8171,2042,3,95.0,0.1,1.0,-1.4,0.8,-0.7,-0.5,39,15,0,-42.45982786390236
8172,2043,0,115.0,1.6,-1.2,-0.1,1.1,0.3,-2.9,49,27,0,177.02786309386218
8173,2043,1,115.0,1.6,-1.2,-0.1,1.1,0.3,-2.9,50,28,0,104.80449451082336
8174,2043,2,115.0,1.6,-1.2,-0.1,1.1,0.3,-2.9,51,29,0,149.07828031207083
8175,2043,3,115.0,1.6,-1.2,-0.1,1.1,0.3,-2.9,52,30,0,248.96957314079322
8176,2044,0,99.0,-3.1,-2.2,1.1,-0.8,1.2,1.4,28,2,0,154.50121848463272
8177,2044,1,99.0,-3.1,-2.2,1.1,-0.8,1.2,1.4,29,3,0,106.63677766841684
8178,2044,2,99.0,-3.1,-2.2,1.1,-0.8,1.2,1.4,30,4,0,-138.58969405716846
8179,2044,3,99.0,-3.1,-2.2,1.1,-0.8,1.2,1.4,31,5,0,85.17415548104918
8180,2045,0,71.0,-1.2,-1.5,1.2,3.1,-1.2,-0.7,52,23,0,-23.527013614480097
8181,2045,1,71.0,-1.2,-1.5,1.2,3.1,-1.2,-0.7,53,24,0,42.10921418230156
8182,2045,2,71.0,-1.2,-1.5,1.2,3.1,-1.2,-0.7,54,25,0,-194.72483678733977
8183,2045,3,71.0,-1.2,-1.5,1.2,3.1,-1.2,-0.7,55,26,0,-1.282147883343491
8184,2046,0,85.0,-1.1,-1.5,0.2,-0.5,0.5,1.3,57,34,0,131.84940556369324
8185,2046,1,85.0,-1.1,-1.5,0.2,-0.5,0.5,1.3,58,35,0,12.000004794855116
8186,2046,2,85.0,-1.1,-1.5,0.2,-0.5,0.5,1.3,59,36,0,128.58296687088733
8187,2046,3,85.0,-1.1,-1.5,0.2,-0.5,0.5,1.3,60,37,0,52.69887876310969
8188,2047,0,101.0,-1.0,0.3,-0.2,0.3,0.2,-1.4,63,39,0,104.54819852753418
8189,2047,1,101.0,-1.0,0.3,-0.2,0.3,0.2,-1.4,64,40,0,140.34692636765175
8190,2047,2,101.0,-1.0,0.3,-0.2,0.3,0.2,-1.4,65,41,0,164.3418376079698
8191,2047,3,101.0,-1.0,0.3,-0.2,0.3,0.2,-1.4,66,42,1,42.08600219049799
8192,2048,0,113.0,0.6,1.1,0.9,0.1,-0.4,0.1,23,3,0,188.29441187170767
8193,2048,1,113.0,0.6,1.1,0.9,0.1,-0.4,0.1,24,4,0,32.56811822197973
8194,2048,2,113.0,0.6,1.1,0.9,0.1,-0.4,0.1,25,5,0,239.70394834323963
8195,2048,3,113.0,0.6,1.1,0.9,0.1,-0.4,0.1,26,6,1,193.5236375746187
8196,2049,0,80.0,1.0,0.3,0.1,-0.1,-0.4,0.8,48,24,0,96.14733728000505
8197,2049,1,80.0,1.0,0.3,0.1,-0.1,-0.4,0.8,49,25,0,170.51049150642112
8198,2049,2,80.0,1.0,0.3,0.1,-0.1,-0.4,0.8,50,26,0,-62.407050576771695
8199,2049,3,80.0,1.0,0.3,0.1,-0.1,-0.4,0.8,51,27,1,123.03273540198411
8200,2050,0,74.0,0.3,0.5,1.2,1.4,-2.6,1.3,58,35,0,45.550618177492225
8201,2050,1,74.0,0.3,0.5,1.2,1.4,-2.6,1.3,59,36,0,155.63422192826638
8202,2050,2,74.0,0.3,0.5,1.2,1.4,-2.6,1.3,60,37,0,98.75428423737914
8203,2050,3,74.0,0.3,0.5,1.2,1.4,-2.6,1.3,61,38,0,299.83132141206744
8204,2051,0,117.0,-1.2,-0.5,0.4,0.9,0.9,1.4,36,8,0,-15.76211989897972
8205,2051,1,117.0,-1.2,-0.5,0.4,0.9,0.9,1.4,37,9,0,22.47506213818299
8206,2051,2,117.0,-1.2,-0.5,0.4,0.9,0.9,1.4,38,10,0,116.25389988132724
8207,2051,3,117.0,-1.2,-0.5,0.4,0.9,0.9,1.4,39,11,0,207.30934835981952
8208,2052,0,113.0,-0.1,0.3,0.1,-0.8,0.6,-1.5,64,36,0,312.4504073829473
8209,2052,1,113.0,-0.1,0.3,0.1,-0.8,0.6,-1.5,65,37,0,143.9872276551779
8210,2052,2,113.0,-0.1,0.3,0.1,-0.8,0.6,-1.5,66,38,0,214.92343994521377
8211,2052,3,113.0,-0.1,0.3,0.1,-0.8,0.6,-1.5,67,39,1,193.23309892934282
8212,2053,0,85.0,1.6,1.9,0.1,-0.4,1.1,-1.3,35,13,0,273.79903955748824
8213,2053,1,85.0,1.6,1.9,0.1,-0.4,1.1,-1.3,36,14,0,134.67673823838572
8214,2053,2,85.0,1.6,1.9,0.1,-0.4,1.1,-1.3,37,15,0,-8.441992290059403
8215,2053,3,85.0,1.6,1.9,0.1,-0.4,1.1,-1.3,38,16,0,163.57465115243895
8216,2054,0,109.0,0.2,-0.3,0.4,1.4,1.6,1.1,35,11,0,181.03708150008384
8217,2054,1,109.0,0.2,-0.3,0.4,1.4,1.6,1.1,36,12,0,88.10092216271
8218,2054,2,109.0,0.2,-0.3,0.4,1.4,1.6,1.1,37,13,0,72.01098918684588
8219,2054,3,109.0,0.2,-0.3,0.4,1.4,1.6,1.1,38,14,0,301.5952931311447
8220,2055,0,89.0,-0.6,0.5,0.1,-0.4,-1.4,-0.3,45,18,0,189.23225106019643
8221,2055,1,89.0,-0.6,0.5,0.1,-0.4,-1.4,-0.3,46,19,0,-97.60744429692926
8222,2055,2,89.0,-0.6,0.5,0.1,-0.4,-1.4,-0.3,47,20,0,52.28584523189393
8223,2055,3,89.0,-0.6,0.5,0.1,-0.4,-1.4,-0.3,48,21,0,142.95360936417615
8224,2056,0,70.0,0.4,0.5,-0.9,-0.6,-1.0,-0.2,35,6,0,-79.53422499001192
8225,2056,1,70.0,0.4,0.5,-0.9,-0.6,-1.0,-0.2,36,7,0,208.81174700538668
8226,2056,2,70.0,0.4,0.5,-0.9,-0.6,-1.0,-0.2,37,8,0,91.99628751293896
8227,2056,3,70.0,0.4,0.5,-0.9,-0.6,-1.0,-0.2,38,9,0,51.335194719711296
8228,2057,0,101.0,0.4,-0.9,0.8,-0.5,-0.9,0.7,27,0,0,171.83318834062115
8229,2057,1,101.0,0.4,-0.9,0.8,-0.5,-0.9,0.7,28,1,1,94.55891258511426
8230,2057,2,101.0,0.4,-0.9,0.8,-0.5,-0.9,0.7,29,2,1,93.34476839794328
8231,2057,3,101.0,0.4,-0.9,0.8,-0.5,-0.9,0.7,30,3,1,292.18924340234184
8232,2058,0,126.0,-0.4,2.0,-1.6,0.0,-1.6,-1.0,42,21,0,100.82096491877324
8233,2058,1,126.0,-0.4,2.0,-1.6,0.0,-1.6,-1.0,43,22,1,296.3196084757913
8234,2058,2,126.0,-0.4,2.0,-1.6,0.0,-1.6,-1.0,44,23,1,138.1553430522308
8235,2058,3,126.0,-0.4,2.0,-1.6,0.0,-1.6,-1.0,45,24,1,293.6325768711127
8236,2059,0,60.0,0.5,-0.5,0.1,-0.9,0.0,1.5,30,8,0,213.48233799230604
8237,2059,1,60.0,0.5,-0.5,0.1,-0.9,0.0,1.5,31,9,0,132.58070638199013
8238,2059,2,60.0,0.5,-0.5,0.1,-0.9,0.0,1.5,32,10,0,-23.12243073601145
8239,2059,3,60.0,0.5,-0.5,0.1,-0.9,0.0,1.5,33,11,0,-7.577324995266277
8240,2060,0,91.0,-0.3,3.0,1.1,1.1,-0.4,-0.1,58,35,0,325.9261569215028
8241,2060,1,91.0,-0.3,3.0,1.1,1.1,-0.4,-0.1,59,36,0,-26.706956562223183
8242,2060,2,91.0,-0.3,3.0,1.1,1.1,-0.4,-0.1,60,37,0,-38.964392873895434
8243,2060,3,91.0,-0.3,3.0,1.1,1.1,-0.4,-0.1,61,38,0,183.25856986381274
8244,2061,0,76.0,-0.2,-0.4,-2.3,-1.1,-1.3,0.0,40,18,0,-62.0811779539705
8245,2061,1,76.0,-0.2,-0.4,-2.3,-1.1,-1.3,0.0,41,19,0,111.39940329889305
8246,2061,2,76.0,-0.2,-0.4,-2.3,-1.1,-1.3,0.0,42,20,0,-2.2819977587865097
8247,2061,3,76.0,-0.2,-0.4,-2.3,-1.1,-1.3,0.0,43,21,0,56.675635850841786
8248,2062,0,109.0,-0.7,-2.4,-1.5,-0.7,-0.4,-0.3,41,18,0,144.51538766611128
8249,2062,1,109.0,-0.7,-2.4,-1.5,-0.7,-0.4,-0.3,42,19,1,271.7996128441715
8250,2062,2,109.0,-0.7,-2.4,-1.5,-0.7,-0.4,-0.3,43,20,1,425.6681346028157
8251,2062,3,109.0,-0.7,-2.4,-1.5,-0.7,-0.4,-0.3,44,21,1,253.79427660928806
8252,2063,0,71.0,-0.0,-0.7,0.5,1.5,-0.0,1.2,43,16,0,-29.526307696837492
8253,2063,1,71.0,-0.0,-0.7,0.5,1.5,-0.0,1.2,44,17,0,-101.72940418876641
8254,2063,2,71.0,-0.0,-0.7,0.5,1.5,-0.0,1.2,45,18,0,191.87690051014664
